https://media.digikey.com/Renders/On%20Semi%20Renders/TO-92-3(StandardBody)  TO-226_bentlead_tmb.jpg,https://media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/PQ0(33  50)ES3MXP.pdf,PQ033ES3MXPQ-ND,PQ033ES3MXPQ,Sharp Microelectronics,IC REG LINEAR 3.3V 300MA TO92-3,0,Obsolete,-,Tape & Box (TB),-,Obsolete
https://media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-5_05-08-1635_tmb.jpg,http://www.linear.com/docs/2732,LT1761IS5-SD#TRMPBFTR-ND,LT1761IS5-SD#TRMPBF,Linear Technology/Analog Devices,IC REG LIN POS ADJ 100MA TSOT23,0  Standard Lead Time 6 Weeks,$1.30560,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/8-SOIC_05-08-1610_tmb.jpg,http://www.linear.com/docs/3903,LT1763CS8-1.8#PBF-ND,LT1763CS8-1.8#PBF,Linear Technology/Analog Devices,IC REG LINEAR 1.8V 500MA 8SOIC,665 - Immediate,$4.23000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/8-SOIC_05-08-1610_tmb.jpg,http://www.linear.com/docs/3903,LT1763CS8-3.3#TRPBFTR-ND,LT1763CS8-3.3#TRPBF,Linear Technology/Analog Devices,IC REG LINEAR 3.3V 500MA 8SOIC,0  Standard Lead Time 11 Weeks,$2.19300,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/8-SOIC_05-08-1610_tmb.jpg,http://www.linear.com/docs/3903,LT1763CS8-5#TRPBFTR-ND,LT1763CS8-5#TRPBF,Linear Technology/Analog Devices,IC REG LINEAR 5V 500MA 8SOIC,0  Standard Lead Time 6 Weeks,$2.19300,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1461;Q;5_tmb.jpg,http://www.linear.com/docs/3538,LT1764EQ-3.3#PBF-ND,LT1764EQ-3.3#PBF,Linear Technology/Analog Devices,IC REG LINEAR 3.3V 3A 5DDPAK,1  102 - Immediate,$7.56000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1461;Q;5_tmb.jpg,http://www.linear.com/docs/3538,LT1764EQ-1.8#PBF-ND,LT1764EQ-1.8#PBF,Linear Technology/Analog Devices,IC REG LINEAR 1.8V 3A 5DDPAK,407 - Immediate,$7.56000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1461;Q;5_tmb.jpg,http://www.linear.com/docs/3538,LT1764EQ-2.5#PBF-ND,LT1764EQ-2.5#PBF,Linear Technology/Analog Devices,IC REG LINEAR 2.5V 3A 5DDPAK,64 - Immediate,$7.56000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1461;Q;5_tmb.jpg,http://www.linear.com/docs/3538,LT1764EQ-3.3#PBF-ND,LT1764EQ-3.3#PBF,Linear Technology/Analog Devices,IC REG LINEAR 3.3V 3A 5DDPAK,1  102 - Immediate,$7.56000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/TO-220-5-Bent-and-Staggered_05-08-1421_tmb.jpg,http://www.linear.com/docs/3538,LT1764ET-3.3#PBF-ND,LT1764ET-3.3#PBF,Linear Technology/Analog Devices,IC REG LINEAR 3.3V 3A TO220-5,175 - Immediate,$7.30000,1,Tube,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1660;-MS  -MS8;-8_tmb.jpg,http://www.linear.com/docs/3343,LT1962EMS8-1.8#TRPBFTR-ND,LT1962EMS8-1.8#TRPBF,Linear Technology/Analog Devices,IC REG LINEAR 1.8V 300MA 8MSOP,0  Standard Lead Time 8 Weeks,$1.93801,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1660;-MS  -MS8;-8_tmb.jpg,http://www.linear.com/docs/3343,LT1962EMS8-2.5#PBF-ND,LT1962EMS8-2.5#PBF,Linear Technology/Analog Devices,IC REG LINEAR 2.5V 300MA 8MSOP,1  071 - Immediate,$3.59000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1660;-MS  -MS8;-8_tmb.jpg,http://www.linear.com/docs/3343,LT1962EMS8-3.3#TRPBFTR-ND,LT1962EMS8-3.3#TRPBF,Linear Technology/Analog Devices,IC REG LINEAR 3.3V 300MA 8MSOP,2  500 - Immediate,$1.93801,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1660;-MS  -MS8;-8_tmb.jpg,http://www.linear.com/docs/3343,LT1962EMS8-5#PBF-ND,LT1962EMS8-5#PBF,Linear Technology/Analog Devices,IC REG LINEAR 5V 300MA 8MSOP,3  065 - Immediate,$3.59000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1461;Q;5_tmb.jpg,http://www.linear.com/docs/3709,LT1963AEQ#TRPBFTR-ND,LT1963AEQ#TRPBF,Linear Technology/Analog Devices,IC REG LIN POS ADJ 1.5A 5DDPAK,4  500 - Immediate,$3.10081,750,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/SOT-223-3_05-08-1630_tmb.jpg,http://www.linear.com/docs/3709,LT1963AEST-1.5#PBF-ND,LT1963AEST-1.5#PBF,Linear Technology/Analog Devices,IC REG LINEAR 1.5V 1.5A SOT223-3,0  Standard Lead Time 6 Weeks,$4.87000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/TO-220-5-Bent-and-Staggered_05-08-1421_tmb.jpg,http://www.linear.com/docs/3709,LT1963AET#PBF-ND,LT1963AET#PBF,Linear Technology/Analog Devices,IC REG LIN POS ADJ 1.5A TO220-5,312 - Immediate,$5.64000,1,Tube,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1461;Q;5_tmb.jpg,http://www.linear.com/docs/3148,LT1963EQ-3.3#PBF-ND,LT1963EQ-3.3#PBF,Linear Technology/Analog Devices,IC REG LINEAR 3.3V 1.5A 5DDPAK,1  757 - Immediate,$5.64000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-5_05-08-1635_tmb.jpg,http://www.linear.com/docs/1258,LT1964ES5-5#TRPBFTR-ND,LT1964ES5-5#TRPBF,Linear Technology/Analog Devices,IC REG LINEAR -5V 200MA TSOT23-5,0  Standard Lead Time 6 Weeks,$1.74421,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-5_05-08-1635_tmb.jpg,http://www.linear.com/docs/1258,LT1964ES5-BYP#TRMPBFTR-ND,LT1964ES5-BYP#TRMPBF,Linear Technology/Analog Devices,IC REG LIN NEG ADJ 200MA TSOT23,3  500 - Immediate,$1.74422,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-8_05-08-1637_tmb.jpg,http://www.linear.com/docs/26997,LT3008ITS8-3.3#TRMPBFTR-ND,LT3008ITS8-3.3#TRMPBF,Linear Technology/Analog Devices,IC REG LINEAR 3.3V 20MA TSOT23-8,0  Standard Lead Time 6 Weeks,$1.73400,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/Linear%20Tech%206-DFN_161;%2005-08-1703;%20DC;%206_tmb.jpg,http://www.linear.com/docs/25040,LT3009EDC-3.3#TRMPBFTR-ND,LT3009EDC-3.3#TRMPBF,Linear Technology/Analog Devices,IC REG LINEAR 3.3V 20MA 6DFN,1  000 - Immediate,$1.17300,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/Linear%20Tech%206-DFN_161;%2005-08-1703;%20DC;%206_tmb.jpg,http://www.linear.com/docs/25040,LT3009EDC-3.3#TRMPBFTR-ND,LT3009EDC-3.3#TRMPBF,Linear Technology/Analog Devices,IC REG LINEAR 3.3V 20MA 6DFN,1  000 - Immediate,$1.17300,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/renders/Linear%20Tech%20Renders/SC70-8_05-08-1639%20rev%200_tmb.jpg,http://www.linear.com/docs/25040,LT3009ESC8-3.3#TRMPBFTR-ND,LT3009ESC8-3.3#TRMPBF,Linear Technology/Analog Devices,IC REG LINEAR 3.3V 20MA SC70-8,0  Standard Lead Time 6 Weeks,$1.17300,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1662;-MS8E;-8_tmb.jpg,http://www.linear.com/docs/2800,LT3010MPMS8E-5#PBF-ND,LT3010MPMS8E-5#PBF,Linear Technology/Analog Devices,IC REG LINEAR 5V 50MA 8MSOP,112 - Immediate,$9.15000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1666;MSE;12_tmb.jpg,http://www.linear.com/docs/39918,LT3015EMSE-5#PBF-ND,LT3015EMSE-5#PBF,Linear Technology/Analog Devices,IC REG LINEAR -5V 1.5A 12MSOP,91 - Immediate,$5.82000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1666;MSE;12_tmb.jpg,http://www.linear.com/docs/39918,LT3015IMSE#PBF-ND,LT3015IMSE#PBF,Linear Technology/Analog Devices,IC REG LIN NEG ADJ 1.5A 12MSOP,366 - Immediate,$6.54000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/renders/Linear%20Tech%20Renders/16-DFN_05-08-1706_tmb.jpg,http://www.linear.com/docs/29322,LT3022EDHC#PBF-ND,LT3022EDHC#PBF,Linear Technology/Analog Devices,IC REG LINEAR POS ADJ 1A 16DFN,1  356 - Immediate,$5.95000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1664;MSE;10_tmb.jpg,http://www.linear.com/docs/46159,LT3042EMSE#TRPBFTR-ND,LT3042EMSE#TRPBF,Linear Technology/Analog Devices,IC REG LIN POS ADJ 200MA 10MSOP,2  500 - Immediate,$2.88660,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1664;MSE;10_tmb.jpg,http://www.linear.com/docs/46159,LT3042IMSE#PBF-ND,LT3042IMSE#PBF,Linear Technology/Analog Devices,IC REG LIN POS ADJ 200MA 10MSOP,948 - Immediate,$5.51000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1725;DD;12_tmb.jpg,http://www.linear.com/docs/57863,LT3045IDD-1#PBF-ND,LT3045IDD-1#PBF,Linear Technology/Analog Devices,IC REG LINEAR 500MA 12DFN,241 - Immediate,$7.05000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-8_05-08-1637_tmb.jpg,http://www.linear.com/docs/28989,LT3060MPTS8#TRMPBFTR-ND,LT3060MPTS8#TRMPBF,Linear Technology/Analog Devices,IC REG LIN POS ADJ 100MA TSOT23,500 - Immediate,$5.37542,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/SOT-223-3_05-08-1630_tmb.jpg,http://www.linear.com/docs/28489,LT3082EST#PBF-ND,LT3082EST#PBF,Linear Technology/Analog Devices,IC REG LIN POS ADJ 200MA SOT223,2  108 - Immediate,$3.28000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1461;Q;5_tmb.jpg,http://www.linear.com/docs/30239,LT3083IQ#PBF-ND,LT3083IQ#PBF,Linear Technology/Analog Devices,IC REG LINEAR POS ADJ 3A 5DDPAK,0  Standard Lead Time 6 Weeks,$10.30000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1702;DDB;8_tmb.jpg,http://www.linear.com/docs/11257,LTC3035EDDB#TRMPBFTR-ND,LTC3035EDDB#TRMPBF,Linear Technology/Analog Devices,IC REG LIN POS ADJ 300MA 8DFN,500 - Immediate,$1.62180,500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT25_tmb.jpg,http://www.microsemi.com/document-portal/doc_download/9234-lx8213-datasheets,LX8213-00ISETR-ND,LX8213-00ISE,Microsemi Corporation,IC REG LIN POS ADJ 300MA SOT23-5,0  Standard Lead Time 16 Weeks,$0.51940,3  000  Non-Stock,Tape & Reel (TR),-,Active
https://media.digikey.com/Renders/Maxim%20Renders/16-TQFN%20Exp%20Pad%2021-0136_tmb.jpg,http://datasheets.maximintegrated.com/en/ds/MAX5087-MAX5087B.pdf,MAX5087BATE+-ND,MAX5087BATE+,Maxim Integrated,IC REG LIN POS ADJ 400MA 16TQFN,2  180 - Immediate,$3.48000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Maxim%20Renders/16-TQFN%20Exp%20Pad%2021-0136_tmb.jpg,http://datasheets.maximintegrated.com/en/ds/MAX5087-MAX5087B.pdf,MAX5087AATE+-ND,MAX5087AATE+,Maxim Integrated,IC REG LIN POS ADJ 400MA 16TQFN,254 - Immediate,$3.48000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Maxim%20Renders/16-TQFN%20Exp%20Pad%2021-0136_tmb.jpg,http://datasheets.maximintegrated.com/en/ds/MAX5087-MAX5087B.pdf,MAX5087BATE+-ND,MAX5087BATE+,Maxim Integrated,IC REG LIN POS ADJ 400MA 16TQFN,2  180 - Immediate,$3.48000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Maxim%20Renders/8-SOIC_tmb.jpg,http://datasheets.maximintegrated.com/en/ds/MAX667.pdf,MAX667ESA+-ND,MAX667ESA+,Maxim Integrated,IC REG LIN POS ADJ 250MA 8SOIC,0  Standard Lead Time 6 Weeks,$8.37000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/photos/Maxim%20Photos/175-SC-70-5_tmb.jpg,https://datasheets.maximintegrated.com/en/ds/MAX8510-MAX8512.pdf,MAX8510EXK30+TTR-ND,MAX8510EXK30+T,Maxim Integrated,IC REG LINEAR 3V 120MA SC70-5,7  500 - Immediate  12  500 - Factory Stock,$0.56457,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/photos/Maxim%20Photos/175-SC-70-5_tmb.jpg,https://datasheets.maximintegrated.com/en/ds/MAX8510-MAX8512.pdf,MAX8512EXK+TTR-ND,MAX8512EXK+T,Maxim Integrated,IC REG LIN POS ADJ 120MA SC70-5,17  500 - Immediate  10  000 - Factory Stock,$0.57712,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Maxim%20Renders/8-SOIC_tmb.jpg,http://datasheets.maximintegrated.com/en/ds/MAX882-MAX884.pdf,MAX882CSA+-ND,MAX882CSA+,Maxim Integrated,IC REG LIN POS ADJ 200MA 8SOIC,468 - Immediate,$2.75000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Maxim%20Renders/8-SOIC_tmb.jpg,http://datasheets.maximintegrated.com/en/ds/MAX882-MAX884.pdf,MAX883CSA+-ND,MAX883CSA+,Maxim Integrated,IC REG LIN POS ADJ 200MA 8SOIC,470 - Immediate  700 - Factory Stock,$2.75000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/renders/Maxim%20Renders/TSOT-23-5_21-0113C_tmb.jpg,http://datasheets.maximintegrated.com/en/ds/MAX8877-MAX8878.pdf,MAX8877EZK30+TTR-ND,MAX8877EZK30+T,Maxim Integrated,IC REG LINEAR 3V 150MA TSOT23-5,5  000 - Factory Stock,$0.85314,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG_tmb.jpg,https://datasheets.maximintegrated.com/en/ds/MAX8880-MAX8881.pdf,MAX8880EUT+TTR-ND,MAX8880EUT+T,Maxim Integrated,IC REG LIN POS ADJ 200MA SOT23-6,37  500 - Immediate,$0.95350,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC33269-D.PDF,MC33269DT-3.3GOS-ND,MC33269DT-3.3G,ON Semiconductor,IC REG LINEAR 3.3V 800MA DPAK-3,302 - Immediate,$0.73000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC33269-D.PDF,MC33269DTRK-012GOSTR-ND,MC33269DTRK-012G,ON Semiconductor,IC REG LINEAR 12V 800MA DPAK-3,2  500 - Immediate  5  000 - Factory Stock,$0.30668,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC33269-D.PDF,MC33269T-5.0GOS-ND,MC33269T-5.0G,ON Semiconductor,IC REG LINEAR 5V 800MA TO220AB,1  214 - Immediate,$0.97000,1,Tube,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/8-SOIC_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC33375-D.PDF,MC33375D-3.3R2GOSTR-ND,MC33375D-3.3R2G,ON Semiconductor,IC REG LINEAR 3.3V 300MA 8SOIC,2  500 - Immediate  15  000 - Factory Stock,$0.31740,2  500  Non-Stock,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/D%C2%B2Pak  TO-263_418AA-01_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC7800-D.PDF,MC7805ABD2TGOS-ND,MC7805ABD2TG,ON Semiconductor,IC REG LINEAR 5V 1A D2PAK,1  059 - Immediate,$0.92000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/D%C2%B2Pak  TO-263_418AA-01_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC7800-D.PDF,MC7805BD2TR4GOSTR-ND,MC7805BD2TR4G,ON Semiconductor,IC REG LINEAR 5V 1A D2PAK,0  Standard Lead Time 20 Weeks,$0.40440,800,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3  %20DPak%20(2%20Leads%20+%20Tab)  %20SC-63_tmb.jpg,https://www.fairchildsemi.com/datasheets/MC/MC7805E.pdf,MC7805ECDTXTR-ND,MC7805ECDTX,ON Semiconductor,IC REG LINEAR 5V 1A TO252,0  Standard Lead Time 6 Weeks,$0.33452,2  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/D%C2%B2Pak  TO-263_418AA-01_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC7800-D.PDF,MC7809CD2TGOS-ND,MC7809CD2TG,ON Semiconductor,IC REG LINEAR 9V 1A D2PAK,324 - Immediate  14  200 - Factory Stock,$0.72000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/D%C2%B2Pak  TO-263_418AA-01_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC7800-D.PDF,MC7812ABD2TGOS-ND,MC7812ABD2TG,ON Semiconductor,IC REG LINEAR 12V 1A D2PAK,678 - Immediate  1  450 - Factory Stock,$0.83000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/D%C2%B2Pak  TO-263_418AA-01_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC7800-D.PDF,MC7812BD2TGOS-ND,MC7812BD2TG,ON Semiconductor,IC REG LINEAR 12V 1A D2PAK,280 - Immediate  15  300 - Factory Stock,$0.83000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Fairchild%20Semi%20Renders/261;MKT-M08A;M  D  TF;8_tmb.jpg,https://www.fairchildsemi.com/datasheets/MC/MC78L05A.pdf,MC78L05ACD-ND,MC78L05ACD,ON Semiconductor,IC REG LINEAR 5V 100MA 8SOIC,171 - Immediate,$0.47000,1,Tube,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/8-SOIC_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC78L00A-D.PDF,MC78L12ACDR2GOSTR-ND,MC78L12ACDR2G,ON Semiconductor,IC REG LINEAR 12V 100MA 8SOIC,0  Standard Lead Time 26 Weeks,$0.11385,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/8-SOIC_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC78L00A-D.PDF,MC78L15ACDR2GOSTR-ND,MC78L15ACDR2G,ON Semiconductor,IC REG LINEAR 15V 100MA 8SOIC,2  500 - Immediate,$0.11385,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/TSOP-5_483_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC78LC00-D.PDF,MC78LC30NTRGOSTR-ND,MC78LC30NTRG,ON Semiconductor,IC REG LINEAR 3V 80MA 5TSOP,0  Standard Lead Time 9 Weeks,$0.28435,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/TSOP-5_483_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC78LC00-D.PDF,MC78LC33NTRGOSTR-ND,MC78LC33NTRG,ON Semiconductor,IC REG LINEAR 3.3V 80MA 5TSOP,18  000 - Immediate,$0.30608,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC78M00-D.PDF,MC78M09BDTGOS-ND,MC78M09BDTG,ON Semiconductor,IC REG LINEAR 9V 500MA DPAK-3,1  569 - Immediate,$0.63000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC78M00-D.PDF,MC78M18CDTRKGOSTR-ND,MC78M18CDTRKG,ON Semiconductor,IC REG LINEAR 18V 500MA DPAK,2  500 - Immediate  10  000 - Factory Stock,$0.15066,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/TSOP-5_483_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC78PC00-D.PDF,MC78PC50NTRGOSTR-ND,MC78PC50NTRG,ON Semiconductor,IC REG LINEAR 5V 150MA SOT23-5,0  Standard Lead Time 8 Weeks,$0.26680,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/D%C2%B2Pak  TO-263_418AA-01_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC7900-D.PDF,MC7905BD2TGOS-ND,MC7905BD2TG,ON Semiconductor,IC REG LINEAR -5V 1A D2PAK,1  482 - Immediate,$0.83000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC7900-D.PDF,MC7905BTGOS-ND,MC7905BTG,ON Semiconductor,IC REG LINEAR -5V 1A TO220AB,2  170 - Immediate  73  250 - Factory Stock,$0.53000,1,Tube,-,Active
https://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/D%C2%B2Pak  TO-263_418AA-01_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC7900-D.PDF,MC7912BD2TR4GOSTR-ND,MC7912BD2TR4G,ON Semiconductor,IC REG LINEAR -12V 1A D2PAK,800 - Immediate,$0.44600,800,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/TO-220-3_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC7900-D.PDF,MC7912BTGOS-ND,MC7912BTG,ON Semiconductor,IC REG LINEAR -12V 1A TO220AB,1  260 - Immediate  12  250 - Factory Stock,$0.50000,1,Tube,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/TO-92-3(StandardBody)  TO-226_bentlead_tmb.jpg,http://www.ti.com/lit/ds/symlink/mc79l.pdf,296-31456-2-ND,MC79L05ACLPR,Texas Instruments,IC REG LINEAR -5V 100MA TO92-3,2  000 - Immediate,$0.13695,2  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC79M00-D.PDF,MC79M05BDTRKGOSTR-ND,MC79M05BDTRKG,ON Semiconductor,IC REG LINEAR -5V 500MA DPAK-3,2  500 - Immediate,$0.24520,2  500,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/On%20Semi%20Renders/DPAK_369C_tmb.jpg,http://www.onsemi.com/pub/Collateral/MC79M00-D.PDF,MC79M05CDTGOS-ND,MC79M05CDTG,ON Semiconductor,IC REG LINEAR -5V 500MA DPAK-3,1  536 - Immediate  6  900 - Factory Stock,$0.49000,1,Tube  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Microchip%20Tech%20Renders/SOT-23-3%20PKG_tmb.jpg,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011779,MCP1700T1802ETTTR-ND,MCP1700T-1802E/TT,Microchip Technology,IC REG LINEAR 1.8V 200MA SOT23-3,9  000 - Immediate,$0.28840,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Microchip%20Tech%20Renders/SOT-23-3%20PKG_tmb.jpg,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011779,MCP1700T-2502E/TTTR-ND,MCP1700T-2502E/TT,Microchip Technology,IC REG LINEAR 2.5V 250MA SOT23-3,3  000 - Immediate,$0.28840,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Microchip%20Tech%20Renders/SOT-23-3%20PKG_tmb.jpg,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011779,MCP1700T-2502E/TTTR-ND,MCP1700T-2502E/TT,Microchip Technology,IC REG LINEAR 2.5V 250MA SOT23-3,3  000 - Immediate,$0.28840,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
https://media.digikey.com/Renders/Microchip%20Tech%20Renders/SOT-23-3%20PKG_tmb.jpg,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011779,MCP1700T-3002E/TTTR-ND,MCP1700T-3002E/TT,Microchip Technology,IC REG LINEAR 3V 250MA SOT23-3,3  000 - Immediate,$0.28840,3  000,Tape & Reel (TR)  Alternate Packaging,-,Active
